run_id,phase,src_id,round_number,substage,symptoms,actions,message_index_in_substage,message_agent,message_text,success
veyru/1779908251,baseline,veyru/1779908251,5,1,"A Veyru on a table. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.",2,stabilization_engineer,"Stone: warm each top corner 10s gentle, in sequence; then trace each top edge.",0
veyru/1779908251,baseline,veyru/1779908251,5,1,"A Veyru on a table. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.",3,field_observer,Ineffective. Same signs.,0
veyru/1779908251,baseline,veyru/1779908251,5,1,"A Veyru on a table. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.",4,stabilization_engineer,"Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.",0
veyru/1779908251,baseline,veyru/1779908251,6,1,"A Veyru on a cabinet. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.","At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.",1,field_observer,Co near-dark; Ed fade; ctr ok; peri Dm; thin/hollow@Ed.,1
veyru/1779908251,baseline,veyru/1779908251,6,1,"A Veyru on a cabinet. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.","At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.",2,stabilization_engineer,"At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.",1
veyru/1779908251,baseline,veyru/1779908251,7,1,A Veyru on the floor. One or two corners glow intensely bright while the rest looks normal. A clicking or ticking sound replaces the hum near the bright corners. Heat is concentrated at the bright corners.,Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 15 seconds.,1,field_observer,1-2 Co Br; click/tick@Co; Ht@Co; rest norm.,0
veyru/1779908251,baseline,veyru/1779908251,7,1,A Veyru on the floor. One or two corners glow intensely bright while the rest looks normal. A clicking or ticking sound replaces the hum near the bright corners. Heat is concentrated at the bright corners.,Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 15 seconds.,2,stabilization_engineer,Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 15 seconds.,0
veyru/1779908251,baseline,veyru/1779908251,7,2,Opposite faces alternate between bright and dark in a strict pulsing rhythm. The hum oscillates between two distinct tones in sync with the pulses. Edges flash in time with the face pulses.,"Warm each corner of the left face by holding a heated stone nearby for 15 seconds at firm warmth, in sequence. Then trace each edge of the left face with a finger.",1,field_observer,Op faces pulse Br/Dm; hum 2-tone sync; Ed flash sync.,0
veyru/1779908251,baseline,veyru/1779908251,7,2,Opposite faces alternate between bright and dark in a strict pulsing rhythm. The hum oscillates between two distinct tones in sync with the pulses. Edges flash in time with the face pulses.,"Warm each corner of the left face by holding a heated stone nearby for 15 seconds at firm warmth, in sequence. Then trace each edge of the left face with a finger.",2,stabilization_engineer,"Hold heated stone nearby at each left-face corner 15s firm, in sequence. Then trace each left-face edge with a finger.",0
veyru/1779908251,baseline,veyru/1779908251,8,1,"A Veyru on a shelf. The light on each face keeps sliding slowly across the surface like colors drifting. Edges look slightly blurred, as if the boundaries between faces are smearing. The hum is wavering up and down in pitch without settling.","Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.",1,field_observer,Face light Dr; Ed smear; hum wavering.,1
veyru/1779908251,baseline,veyru/1779908251,8,1,"A Veyru on a shelf. The light on each face keeps sliding slowly across the surface like colors drifting. Edges look slightly blurred, as if the boundaries between faces are smearing. The hum is wavering up and down in pitch without settling.","Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.",2,stabilization_engineer,"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.",1
veyru/1779908251,baseline,veyru/1779908251,9,1,"A Veyru on a bench. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.",1,field_observer,All Dm; whisper hum; washed patterns.,0
veyru/1779908251,baseline,veyru/1779908251,9,1,"A Veyru on a bench. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.",2,stabilization_engineer,"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.",0
veyru/1779908251,baseline,veyru/1779908251,9,2,"Faces glow normally at the surface but it sounds hollow when tapped. Holding it up to a light source shows a dark center — light does not penetrate. The hum sounds thin and surface-level, with no depth.","Chime a bell near the center of each face once at moderate tone, starting from the bottom face. Then place a warm stone beside the Veyru for 10 seconds.",1,field_observer,Surface norm; dark center/no light thru; hollow tap; thin surface hum.,0
veyru/1779908251,baseline,veyru/1779908251,10,1,"A Veyru on a pedestal. Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.",Drape a folded cloth over the top face for 20 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,1,field_observer,Fr Dm; Si; Cd; no touch/tap resp.,0
veyru/1779908251,baseline,veyru/1779908251,10,1,"A Veyru on a pedestal. Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.",Drape a folded cloth over the top face for 20 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,2,stabilization_engineer,Drape a folded cloth over the top face for 20 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,0
veyru/1779908251,baseline,veyru/1779908251,10,2,"It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at firm tone.",1,field_observer,All Dm; whisper hum; washed patterns.,0
veyru/1779908251,baseline,veyru/1779908251,10,2,"It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at firm tone.",2,stabilization_engineer,"Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at firm tone.",0
veyru/1779908251,baseline,veyru/1779908251,11,1,"A Veyru on a counter. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.",Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,1,field_observer,Co near-dark; Ed fade; ctr ok; peri Dm; thin/hollow@Ed.,0
veyru/1779908251,baseline,veyru/1779908251,11,1,"A Veyru on a counter. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.",Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,2,stabilization_engineer,Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,0
veyru/1779908251,baseline,veyru/1779908251,11,2,One or two corners glow intensely bright while the rest looks normal. A clicking or ticking sound replaces the hum near the bright corners. Heat is concentrated at the bright corners.,Drape a cloth over two adjacent edges near the left face for 12 seconds at firm coverage. Then chime a bell three times near the left face.,1,field_observer,1-2Co Br/Ht; tick@Co.,0
veyru/1779908251,baseline,veyru/1779908251,11,2,One or two corners glow intensely bright while the rest looks normal. A clicking or ticking sound replaces the hum near the bright corners. Heat is concentrated at the bright corners.,Drape a cloth over two adjacent edges near the left face for 12 seconds at firm coverage. Then chime a bell three times near the left face.,2,stabilization_engineer,Cloth over 2 adj edges near left face 12s firm; bell near left face x3.,0
veyru/1779908251,baseline,veyru/1779908251,12,1,"A Veyru sitting in a storage bin. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.",Drape a cloth over two adjacent edges near the bottom face for 5 seconds at gentle coverage. Then chime a bell three times near the bottom face.,1,field_observer,Co dark; Ed fade; ctr ok; hollow@Ed.,0
veyru/1779908251,baseline,veyru/1779908251,12,1,"A Veyru sitting in a storage bin. The corners are noticeably dimmer than the rest, almost dark. Several edges look faint like they are fading out. The center of each face is fine but the perimeter is losing light. The hum sounds thin and hollow at the edges.",Drape a cloth over two adjacent edges near the bottom face for 5 seconds at gentle coverage. Then chime a bell three times near the bottom face.,2,stabilization_engineer,Drape a cloth over two adjacent edges near the bottom face for 5 seconds at gentle coverage. Then chime a bell three times near the bottom face.,0
veyru/1779908251,baseline,veyru/1779908251,12,2,"Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.",Rest a flat board against the bottom face at gentle contact for 5 seconds. Rotate and repeat for each face-pair.,1,field_observer,Fr Dm; Si; Cd/no resp.,0
veyru/1779908251,baseline,veyru/1779908251,12,2,"Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.",Rest a flat board against the bottom face at gentle contact for 5 seconds. Rotate and repeat for each face-pair.,2,stabilization_engineer,"Board on bottom face 5s gentle; rotate, repeat each face-pair.",0
veyru/1779908251,baseline,veyru/1779908251,13,1,"A Veyru on a metal rack. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Sound a sustained gentle tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.",1,field_observer,All Dm; whisper hum; washed.,1
veyru/1779908251,baseline,veyru/1779908251,13,1,"A Veyru on a metal rack. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Sound a sustained gentle tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.",2,stabilization_engineer,Sustain gentle tone near all 6 faces simultaneously 20s from left; let it fade; wait for hum.,1
veyru/1779908251,baseline,veyru/1779908251,14,1,"A Veyru on a counter. Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.","Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 8 seconds pause between chimes — for five cycles at firm tone.",1,field_observer,Fr Dm; Si; Cd/no resp.,0
veyru/1779908251,baseline,veyru/1779908251,14,1,"A Veyru on a counter. Light patterns have frozen completely — dim, not bright, and totally still. The hum has dropped to silence. The surface feels cold and does not respond to touch or tapping.","Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 8 seconds pause between chimes — for five cycles at firm tone.",2,stabilization_engineer,"Bell 2 opposite faces from bottom; alternate, 8s pauses, 5 cycles, firm.",0
veyru/1779908251,baseline,veyru/1779908251,14,2,One face is dramatically brighter than the others with intense localized vibration. A high-pitched whine has replaced the normal hum near that face. The other faces appear normal by comparison.,"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan firm cool air across all six faces for 8 seconds, starting from the bottom face.",1,field_observer,1F Br+strong vib; whine@1F.,0
veyru/1779908251,baseline,veyru/1779908251,14,2,One face is dramatically brighter than the others with intense localized vibration. A high-pitched whine has replaced the normal hum near that face. The other faces appear normal by comparison.,"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan firm cool air across all six faces for 8 seconds, starting from the bottom face.",2,stabilization_engineer,Cool cloth over Veyru 8s. Remove; fan firm cool air across all 6 faces 8s from bottom.,0
veyru/1779908251,baseline,veyru/1779908251,14,3,Opposite faces alternate between bright and dark in a strict pulsing rhythm. The hum oscillates between two distinct tones in sync with the pulses. Edges flash in time with the face pulses.,Place the Veyru on a soft surface with the bottom face up at firm contact. Let it rest undisturbed for 8 seconds.,1,field_observer,Op Br<->Dm pulse; 2-tone hum; Ed flash.,0
veyru/1779908251,baseline,veyru/1779908251,14,3,Opposite faces alternate between bright and dark in a strict pulsing rhythm. The hum oscillates between two distinct tones in sync with the pulses. Edges flash in time with the face pulses.,Place the Veyru on a soft surface with the bottom face up at firm contact. Let it rest undisturbed for 8 seconds.,2,stabilization_engineer,"Soft surface, bottom face up, firm; rest undisturbed 8s.",0
veyru/1779908251,baseline,veyru/1779908251,15,1,"A Veyru on a desk. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Sound a sustained gentle tone near all six faces simultaneously for 12 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.",1,field_observer,All Dm; whisper hum; washed.,0
veyru/1779908251,baseline,veyru/1779908251,15,1,"A Veyru on a desk. It is dim overall, all faces are faint. The hum is barely audible, more of a whisper. Patterns on the faces are visible but washed out, like the whole thing is running low.","Sound a sustained gentle tone near all six faces simultaneously for 12 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.",2,stabilization_engineer,Sustain gentle tone near all 6 faces 12s from left; let fade; wait for hum.,0
veyru/1779908251,baseline,veyru/1779908251,15,2,"Edges appear to wobble or flex when touched. Faces look slightly curved or bulging, the box shape is subtly distorted. The hum sounds muffled as if underwater.",Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan gentle cool air across the left face and the opposite face for 12 seconds.,1,field_observer,Ed wobble; faces bulge; muffled hum.,0
veyru/1779908251,baseline,veyru/1779908251,15,2,"Edges appear to wobble or flex when touched. Faces look slightly curved or bulging, the box shape is subtly distorted. The hum sounds muffled as if underwater.",Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan gentle cool air across the left face and the opposite face for 12 seconds.,2,stabilization_engineer,Cool cloth over Veyru 12s. Remove; fan gentle cool air across left + opposite faces 12s.,0
veyru/1779908251,baseline,veyru/1779908251,15,3,The hum has split into two or more competing tones that clash. Light patterns alternate between two different configurations. Edges shimmer as if two patterns are fighting for dominance.,Drape a folded cloth over the left face for 12 seconds at gentle coverage. Then chime a bell near each edge of the left face twice.,1,field_observer,Hum split; 2 configs; Ed shimmer.,0
veyru/1781715285,replace_learned,veyru/1779908251,1,1,,,1,field_observer,"R1: corners near-dark; several edges faint/fading; face centers ok, perimeters dimming; hum thin/hollow at edges.",1
veyru/1781715285,replace_learned,veyru/1779908251,1,1,,,2,stabilization_engineer,Drape a folded cloth over the back face for 8 seconds at gentle coverage. Then chime a bell near each edge of the back face twice.,1
veyru/1781715285,replace_learned,veyru/1779908251,2,1,,,1,field_observer,R2: lights frozen dim/still; hum silent; surface cold; no response to touch/tapping.,1
veyru/1781715285,replace_learned,veyru/1779908251,2,1,,,2,stabilization_engineer,Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 5 seconds.,1
veyru/1781715285,replace_learned,veyru/1779908251,3,1,,,1,field_observer,R3: hot all over; dim red-tinted light; hum low rumble; surfaces rough/gritty.,1
veyru/1781715285,replace_learned,veyru/1779908251,3,1,,,2,stabilization_engineer,Drape a cloth over two adjacent edges near the back face for 20 seconds at firm coverage. Then chime a bell three times near the back face.,1
veyru/1781715285,replace_learned,veyru/1779908251,4,1,,,1,field_observer,R4: corners near-dark; edges faint/fading; face centers ok; perimeters dimming; hum thin/hollow at edges.,0
veyru/1781715285,replace_learned,veyru/1779908251,4,1,,,2,stabilization_engineer,Drape a cloth over two adjacent edges near the bottom face for 5 seconds at firm coverage. Then chime a bell three times near the bottom face.,0
veyru/1781715285,replace_learned,veyru/1779908251,4,2,,,1,field_observer,Post-fix: 1 face dramatically brighter; intense local vibration; high-pitched whine there; other faces normal.,0
veyru/1781715285,replace_learned,veyru/1779908251,5,1,,,1,field_observer,R5: all faces Dm; hum whisper; patterns washed out.,0
veyru/1781715285,replace_learned,veyru/1779908251,5,1,,,2,stabilization_engineer,"Stone: warm each top corner 10s gentle, in sequence; then trace each top edge.",0
veyru/1781715285,replace_learned,veyru/1779908251,5,1,,,3,field_observer,Ineffective. Same signs.,0
veyru/1781715285,replace_learned,veyru/1779908251,5,1,,,4,stabilization_engineer,"Warm each corner of the top face by holding a heated stone nearby for 10 seconds at gentle warmth, in sequence. Then trace each edge of the top face with a finger.",0
veyru/1781715285,replace_learned,veyru/1779908251,6,1,,,1,field_observer,Co near-dark; Ed fade; ctr ok; peri Dm; thin/hollow@Ed.,1
veyru/1781715285,replace_learned,veyru/1779908251,6,1,,,2,stabilization_engineer,"At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.",1
veyru/1781715285,replace_learned,veyru/1779908251,7,1,,,1,field_observer,1-2 Co Br; click/tick@Co; Ht@Co; rest norm.,0
veyru/1781715285,replace_learned,veyru/1779908251,7,1,,,2,stabilization_engineer,Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 15 seconds.,0
veyru/1781715285,replace_learned,veyru/1779908251,7,2,,,1,field_observer,Op faces pulse Br/Dm; hum 2-tone sync; Ed flash sync.,0
veyru/1781715285,replace_learned,veyru/1779908251,7,2,,,2,stabilization_engineer,"Hold heated stone nearby at each left-face corner 15s firm, in sequence. Then trace each left-face edge with a finger.",0
veyru/1781715285,replace_learned,veyru/1779908251,8,1,,,1,field_observer,Face light Dr; Ed smear; hum wavering.,1
veyru/1781715285,replace_learned,veyru/1779908251,8,1,,,2,stabilization_engineer,"Drape a cool cloth over the Veyru for 8 seconds. Remove and fan gentle cool air across all six faces for 8 seconds, starting from the left face.",1
veyru/1781715285,replace_learned,veyru/1779908251,9,1,,,1,field_observer,All Dm; whisper hum; washed patterns.,0
veyru/1781715285,replace_learned,veyru/1779908251,9,1,,,2,stabilization_engineer,"Chime a bell near two opposite faces, starting from the bottom face. Alternate the chime between the two faces — 10 seconds pause between chimes — for five cycles at moderate tone.",0
veyru/1781715285,replace_learned,veyru/1779908251,9,2,,,1,field_observer,Surface norm; dark center/no light thru; hollow tap; thin surface hum.,0
veyru/1781715285,replace_learned,veyru/1779908251,10,1,,,1,field_observer,Fr Dm; Si; Cd; no touch/tap resp.,0
veyru/1781715285,replace_learned,veyru/1779908251,10,1,,,2,stabilization_engineer,Drape a folded cloth over the top face for 20 seconds at firm coverage. Then chime a bell near each edge of the top face twice.,0
veyru/1781715285,replace_learned,veyru/1779908251,10,2,,,1,field_observer,All Dm; whisper hum; washed patterns.,0
veyru/1781715285,replace_learned,veyru/1779908251,10,2,,,2,stabilization_engineer,"Chime a bell near two opposite faces, starting from the top face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at firm tone.",0
veyru/1781715285,replace_learned,veyru/1779908251,11,1,,,1,field_observer,Co near-dark; Ed fade; ctr ok; peri Dm; thin/hollow@Ed.,0
veyru/1781715285,replace_learned,veyru/1779908251,11,1,,,2,stabilization_engineer,Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.,0
veyru/1781715285,replace_learned,veyru/1779908251,11,2,,,1,field_observer,1-2Co Br/Ht; tick@Co.,0
veyru/1781715285,replace_learned,veyru/1779908251,11,2,,,2,stabilization_engineer,Cloth over 2 adj edges near left face 12s firm; bell near left face x3.,0
veyru/1781715285,replace_learned,veyru/1779908251,12,1,,,1,field_observer,Co dark; Ed fade; ctr ok; hollow@Ed.,0
veyru/1781715285,replace_learned,veyru/1779908251,12,1,,,2,stabilization_engineer,Drape a cloth over two adjacent edges near the bottom face for 5 seconds at gentle coverage. Then chime a bell three times near the bottom face.,0
veyru/1781715285,replace_learned,veyru/1779908251,12,2,,,1,field_observer,Fr Dm; Si; Cd/no resp.,0
veyru/1781715285,replace_learned,veyru/1779908251,12,2,,,2,stabilization_engineer,"Board on bottom face 5s gentle; rotate, repeat each face-pair.",0
veyru/1781715285,replace_learned,veyru/1779908251,13,1,,,1,field_observer,All Dm; whisper hum; washed.,1
veyru/1781715285,replace_learned,veyru/1779908251,13,1,,,2,stabilization_engineer,Sustain gentle tone near all 6 faces simultaneously 20s from left; let it fade; wait for hum.,1
veyru/1781715285,replace_learned,veyru/1779908251,14,1,,,1,field_observer,Fr Dm; Si; Cd/no resp.,0
veyru/1781715285,replace_learned,veyru/1779908251,14,1,,,2,stabilization_engineer,"Bell 2 opposite faces from bottom; alternate, 8s pauses, 5 cycles, firm.",0
veyru/1781715285,replace_learned,veyru/1779908251,14,2,,,1,field_observer,1F Br+strong vib; whine@1F.,0
veyru/1781715285,replace_learned,veyru/1779908251,14,2,,,2,stabilization_engineer,Cool cloth over Veyru 8s. Remove; fan firm cool air across all 6 faces 8s from bottom.,0
veyru/1781715285,replace_learned,veyru/1779908251,14,3,,,1,field_observer,Op Br<->Dm pulse; 2-tone hum; Ed flash.,0
veyru/1781715285,replace_learned,veyru/1779908251,14,3,,,2,stabilization_engineer,"Soft surface, bottom face up, firm; rest undisturbed 8s.",0
veyru/1781715285,replace_learned,veyru/1779908251,15,1,,,1,field_observer,All Dm; whisper hum; washed.,0
veyru/1781715285,replace_learned,veyru/1779908251,15,1,,,2,stabilization_engineer,Sustain gentle tone near all 6 faces simultaneously 12s from left; let it fade; wait for hum.,0
veyru/1781715285,replace_learned,veyru/1779908251,15,2,,,1,field_observer,Ed wob/flex touch; faces slight bulge/curve; muffled hum.,0
veyru/1781715285,replace_learned,veyru/1779908251,15,2,,,2,stabilization_engineer,Cool cloth over Veyru 12s. Remove; fan gentle cool air across left + opposite faces 12s.,0
veyru/1781715285,replace_learned,veyru/1779908251,16,1,,,1,field_observer,No change; same wob/bulge; muffled hum.,0
veyru/1781715285,replace_learned,veyru/1779908251,16,1,,,2,stabilization_engineer,"Soft surface, back face up, gentle; rest undisturbed 8s.",0
veyru/1781715285,replace_learned,veyru/1779908251,16,1,,,3,field_observer,"1-2Co Br/Ht,tick; no change.",0
veyru/1781715285,replace_learned,veyru/1779908251,16,1,,,4,stabilization_engineer,"Bell center of each face once from back, gentle; then warm stone beside Veyru 8s.",0
veyru/1781715285,replace_learned,veyru/1779908251,16,2,,,1,field_observer,1F Br+vib; whine@1F.,0
veyru/1781715285,replace_learned,veyru/1779908251,16,2,,,2,stabilization_engineer,"Board on back face 8s gentle; rotate, repeat each face-pair.",0
veyru/1781715285,replace_learned,veyru/1779908251,17,1,,,1,field_observer,No change; 1F Br+vib; whine.,0
veyru/1781715285,replace_learned,veyru/1779908251,17,1,,,2,field_observer,Surf ok; dark ctr; no thru; hollow tap; thin hum.,0
veyru/1781715285,replace_learned,veyru/1779908251,17,1,,,3,stabilization_engineer,"Board on front face 12s moderate; rotate, repeat each face-pair.",0
veyru/1781715285,replace_learned,veyru/1779908251,17,2,,,1,field_observer,Ed wob; faces bulge; muffled hum.,0
