run_id,scenario,field_observer_model,engineer_model,model_class,postmortem,round_time_budget_seconds,random_seed,total_rounds,round_success_count,round_success_fraction,perplexity,english_ngram_surprisal,message_entropy,gzip_compression_ratio,mcm,labels
veyru/1780618058,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,450,TRUE,15,6,0.4,6,2.994802481,3.915871523,0.9721102067,63.5483871,baseline|random_seed|budget=450|postmortem=false
veyru/1780618968,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,450,TRUE,15,5,0.3333333333,6.350794692,2.987327362,3.961072773,0.9834931416,58.04210526,baseline|random_seed|budget=450|postmortem=false
veyru/1780619296,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,450,TRUE,15,8,0.5333333333,6,3.127017499,3.788521274,1.044751634,54.25882353,baseline|random_seed|budget=450|postmortem=false
veyru/1781083386,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,450,FALSE,15,6,0.4,6,3.21411206,3.615659715,1.086262005,45.93396226,baseline|budget=450|single_team
veyru/1780431195,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,FALSE,15,10,0.6666666667,5,2.904023487,3.744165183,0.9813799903,73.9375,baseline|budget=800|single_team
veyru/1780449666,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,10,0.6666666667,6,3.24866977,3.800815095,1.039978741,62.80327869,baseline|random_seed|budget=800|postmortem=false
veyru/1780594339,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,FALSE,15,11,0.7333333333,6,2.927626626,3.775044196,0.9925721321,66.24615385,baseline|budget=800|single_team
veyru/1780594551,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,FALSE,15,11,0.7333333333,5,2.821196384,3.819948934,0.9532678396,74.825,baseline|budget=800|single_team
veyru/1780594813,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,FALSE,15,9,0.6,5,2.878360738,3.772422739,0.9745857298,76.83870968,baseline|budget=800|single_team
veyru/1780594942,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,FALSE,15,12,0.8,5.593312138,2.756668635,3.942813598,0.9201479588,84.7254902,baseline|budget=800|single_team
veyru/1780613327,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,11,0.7333333333,6.108925792,2.935806691,3.955039218,0.9716640098,72.70754717,baseline|random_seed|budget=800|postmortem=false
veyru/1780613347,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,10,0.6666666667,6,2.910002354,4.020303984,0.9402565451,80.54368932,baseline|random_seed|budget=800|postmortem=false
veyru/1780620216,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,5,0.3333333333,5,3.212495635,3.533744897,1.067659272,60.6993007,baseline|random_seed|budget=800|postmortem=false
veyru/1780620846,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,7,0.4666666667,6,3.116691557,3.78103651,1.022273058,66.36206897,baseline|random_seed|budget=800|postmortem=false
veyru/1781090042,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,800,TRUE,15,9,0.6,6,2.854331191,3.960671443,0.9323557004,86.62616822,baseline|random_seed|budget=800|postmortem=false
veyru/1780595645,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,FALSE,15,13,0.8666666667,5.56985905,2.834414805,3.966290307,0.9284734488,81.848,baseline|budget=2000
veyru/1780595735,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,FALSE,15,14,0.9333333333,6,2.774084365,3.848056712,0.9433347607,77.54285714,baseline|budget=2000
veyru/1780614690,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,14,0.9333333333,5.994353685,2.939148242,3.908535078,0.9612258083,78.91025641,baseline|random_seed|budget=2000|postmortem=false
veyru/1780614715,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,10,0.6666666667,5.948038038,2.816956462,4.044651002,0.9014590301,94.02608696,baseline|random_seed|budget=2000|postmortem=false
veyru/1780621969,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,12,0.8,6,2.835578006,4.159478961,0.9021680569,89.75438596,baseline|random_seed|budget=2000|postmortem=false
veyru/1780622979,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,12,0.8,6,2.941266002,4.058518366,0.9313435425,87.73529412,baseline|random_seed|budget=2000|postmortem=false
veyru/1781083381,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,FALSE,15,12,0.8,6,2.748836369,3.939224335,0.9087480408,84.07407407,baseline|budget=2000
veyru/1781086748,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,FALSE,15,14,0.9333333333,6,2.761294728,3.926393451,0.927429103,86.00943396,baseline|budget=2000
veyru/1781086925,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,15,1,6,2.882149191,3.952604234,0.9521167035,80.60714286,baseline|random_seed|budget=2000|postmortem=false
veyru/1781087368,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,FALSE,15,14,0.9333333333,5.499083325,2.747411073,3.913849153,0.9189254546,83.69047619,baseline|budget=2000
veyru/1781089909,veyru,claude-opus-4-7,claude-opus-4-7,closed,FALSE,2000,TRUE,15,15,1,5.933752263,2.810615513,4.057624559,0.92159941,89.31481481,baseline|random_seed|budget=2000|postmortem=false
veyru/1780427522,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,FALSE,15,12,0.8,7.780857073,3.590633894,2.722040482,1.288875947,11.53333333,baseline|budget=150|single_team
veyru/1780427833,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,FALSE,15,1,0.06666666667,8,3.500824635,2.929175724,1.390990608,25.01123596,baseline|budget=150|single_team
veyru/1780428014,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,FALSE,15,0,0,7.307692596,3.164909099,3.245408755,1.16031195,27.58227848,baseline|budget=150|single_team
veyru/1780437719,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,3,0.2,7.267468296,3.276642776,2.623073523,1.41736376,37.49122807,baseline|random_seed|budget=150|postmortem=true
veyru/1780439679,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,5,0.3333333333,8,3.841973926,2.237517921,1.504072803,17.27272727,baseline|random_seed|budget=150|postmortem=true
veyru/1780439812,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,7,0.4666666667,8,3.88180026,2.411940794,1.478491685,21.2125,baseline|random_seed|budget=150|postmortem=true
veyru/1780443241,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,5,0.3333333333,8,3.917302532,2.493441271,1.493863896,21.34615385,baseline|random_seed|budget=150|postmortem=true
veyru/1780444375,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,9,0.6,7.582273408,5.080187878,2.881475793,1.281265954,19.359375,baseline|random_seed|budget=150|postmortem=true
veyru/1780445165,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,TRUE,15,0,0,7.336416595,3.809387496,2.834365232,1.554543008,20.14851485,baseline|random_seed|budget=150|postmortem=true
veyru/1780589672,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,FALSE,15,4,0.2666666667,8,3.995576648,2.600196496,1.484577633,13.41284404,baseline|budget=150|single_team
veyru/1780589875,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,150,FALSE,15,3,0.2,7.941803114,3.63860574,3.572209777,1.074444066,26.85227273,baseline|budget=150|single_team
veyru/1780446220,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,6,0.4,7.055391826,3.735993071,2.732503612,1.386288017,22.4173913,baseline|random_seed|budget=250|postmortem=true
veyru/1780446400,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,8,0.5333333333,8,3.555639037,3.085982017,1.201194625,36.8875,baseline|random_seed|budget=250|postmortem=true
veyru/1780446940,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,1,0.06666666667,7,2.936184603,3.283401149,1.227860671,40.26829268,baseline|random_seed|budget=250|postmortem=true
veyru/1780610579,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,3,0.2,7.724001046,3.301354938,3.392325823,1.138533944,25.816,baseline|random_seed|budget=250|postmortem=true
veyru/1780610728,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,4,0.2666666667,7.003594874,3.374196073,3.432532205,1.137215201,26.35,baseline|random_seed|budget=250|postmortem=true
veyru/1780610950,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,TRUE,15,7,0.4666666667,7.217101376,3.750470183,3.435488946,1.114484223,36.78666667,baseline|random_seed|budget=250|postmortem=true
veyru/1781173570,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,FALSE,15,6,0.4,7,3.619568573,3.245583145,1.261068142,38.12987013,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=opus47|rc=15|ordered_easy_rounds
veyru/1781173588,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,FALSE,15,8,0.5333333333,7.80554128,3.475308468,3.698989595,1.122186207,34.12195122,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=opus47|rc=15|ordered_easy_rounds
veyru/1781173591,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,FALSE,15,7,0.4666666667,7.130306806,3.402440708,3.468008961,1.198684937,31.54639175,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=opus47|rc=15|ordered_easy_rounds
veyru/1781173593,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,FALSE,15,7,0.4666666667,7,3.433129636,3.521170936,1.144337173,37.5,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=opus47|rc=15|ordered_easy_rounds
veyru/1781173594,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,250,FALSE,15,7,0.4666666667,7,2.688515715,3.127442992,1.150709588,46.80555556,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=opus47|rc=15|ordered_easy_rounds
veyru/1780442217,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,4,0.2666666667,8,3.166100507,3.415393445,1.157726478,47.8173913,baseline|random_seed|budget=450|postmortem=true
veyru/1780442252,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,9,0.6,6.989362922,3.100176974,3.688710613,1.073129105,49.70526316,baseline|random_seed|budget=450|postmortem=true
veyru/1780447622,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,9,0.6,8.06264121,3.344867539,3.696626634,1.094650013,40.8125,baseline|random_seed|budget=450|postmortem=true
veyru/1780492013,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,FALSE,15,4,0.2666666667,7,3.017293625,3.280581527,1.213589097,34.93478261,baseline|budget=450|single_team
veyru/1780492172,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,FALSE,15,8,0.5333333333,7,3.037201316,3.93800245,0.9552366451,70.96428571,baseline|budget=450|single_team
veyru/1780592861,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,FALSE,15,13,0.8666666667,6,3.075691562,2.666654081,1.38134964,57.70786517,baseline|budget=450|single_team
veyru/1780593264,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,FALSE,15,6,0.4,6.478722582,3.019984128,3.889179238,0.9521738262,68.11702128,baseline|budget=450|single_team
veyru/1780611284,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,4,0.2666666667,7,3.799655674,3.223928005,1.154457617,44.40540541,baseline|random_seed|budget=450|postmortem=true
veyru/1780617484,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,11,0.7333333333,7,3.42221468,3.747845273,1.052904679,45.10958904,baseline|random_seed|budget=450|postmortem=true
veyru/1780617759,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,TRUE,15,11,0.7333333333,8,3.800319341,3.280776655,1.160924815,34.40816327,baseline|random_seed|budget=450|postmortem=true
veyru/1780945084,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,450,FALSE,15,11,0.7333333333,7,3.0986166,2.918460472,1.241258763,48.84210526,baseline|budget=450|single_team
veyru/1780430940,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,FALSE,15,14,0.9333333333,4.875622342,2.825890418,2.63244621,1.331055633,76.40697674,baseline|budget=800|single_team
veyru/1780448643,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,10,0.6666666667,8,2.994742985,3.701208746,1.035634322,61.66086957,baseline|random_seed|budget=800|postmortem=true
veyru/1780449113,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,14,0.9333333333,6,3.118622697,3.955561658,0.9018619114,75.69512195,baseline|random_seed|budget=800|postmortem=true
veyru/1780492777,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,FALSE,15,15,1,5,2.887054737,2.689601512,1.307449069,75.41860465,baseline|budget=800|single_team
veyru/1780593859,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,FALSE,15,15,1,5.107356053,2.828777648,2.640751628,1.341287219,68.62765957,baseline|budget=800|single_team
veyru/1780593874,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,FALSE,15,14,0.9333333333,6.212660202,3.102924001,2.674702643,1.397699133,60.09183673,baseline|budget=800|single_team
veyru/1780612875,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,13,0.8666666667,8,3.758561951,2.956062291,1.290385649,31.68,baseline|random_seed|budget=800|postmortem=true
veyru/1780613138,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,14,0.9333333333,6,2.869322604,3.903947499,0.9738976011,80.36585366,baseline|random_seed|budget=800|postmortem=true
veyru/1780613142,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,11,0.7333333333,8,3.392807417,3.709565891,1.167927362,47.05882353,baseline|random_seed|budget=800|postmortem=true
veyru/1781083392,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,TRUE,15,13,0.8666666667,7,3.771983617,3.225654935,1.201426139,64.74489796,baseline|random_seed|budget=800|postmortem=true
veyru/1781091415,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,800,FALSE,15,11,0.7333333333,5.788126932,2.733784728,4.020563496,0.8941936789,90.30392157,baseline|budget=800|single_team
veyru/1780442903,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,15,1,7.188830325,2.67118855,3.750899198,1.041560206,46.3255814,baseline|random_seed|budget=2000|postmortem=true
veyru/1780492903,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,FALSE,15,15,1,7.162837024,3.437920616,3.366724503,1.139700572,55.38541667,baseline|budget=2000
veyru/1780494064,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,FALSE,15,15,1,6.171953594,2.798050198,3.43169285,1.025669024,72.02941176,baseline|budget=2000
veyru/1780494358,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,FALSE,15,15,1,6.115758622,3.047252224,3.693510765,1.007829471,74.57291667,baseline|budget=2000
veyru/1780595031,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,FALSE,15,15,1,6.221594952,3.042225757,3.19331866,1.121944118,78.92857143,baseline|budget=2000
veyru/1780595598,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,FALSE,15,5,0.3333333333,5.752904433,3.278928446,3.40677962,1.132126054,73.76878613,baseline|budget=2000
veyru/1780614007,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,15,1,6,2.674635755,4.224490215,0.7983331545,123.6734694,baseline|random_seed|budget=2000|postmortem=true
veyru/1780621768,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,15,1,6.133717145,3.505391485,2.796023996,1.274979576,71,baseline|random_seed|budget=2000|postmortem=true
veyru/1780621785,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,15,1,5.36039328,3.358101495,2.924050821,1.2190637,75.15306122,baseline|random_seed|budget=2000|postmortem=true
veyru/1781083389,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,13,0.8666666667,5.998646428,3.16921876,3.769591464,0.9679093253,72.10091743,baseline|random_seed|budget=2000|postmortem=true
veyru/1781089898,veyru,claude-opus-4-7,claude-opus-4-7,closed,TRUE,2000,TRUE,15,14,0.9333333333,8,2.8765452,3.769052923,1.027921723,59.88372093,baseline|random_seed|budget=2000|postmortem=true
veyru/1780424828,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,FALSE,15,0,0,6.153439392,3.232160746,3.901532802,1.016031936,52.59090909,baseline|budget=150|single_team
veyru/1780425158,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,FALSE,15,1,0.06666666667,6.627307863,3.175832789,4.033360579,1.001152012,47.41176471,baseline|budget=150|single_team
veyru/1780440549,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,0,0,7,3.34206665,4.03216286,1.014448024,43.01639344,baseline|random_seed|budget=150|postmortem=false
veyru/1780446144,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,1,0.06666666667,6.504802595,3.199181209,4.041581719,1.018571839,47.46808511,baseline|random_seed|budget=150|postmortem=false
veyru/1780583735,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,FALSE,15,1,0.06666666667,7,3.234472816,3.967254648,1.001188192,48.23529412,baseline|budget=150|single_team
veyru/1780599974,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,0,0,6,3.210513728,3.996637134,1.000555798,53.97826087,baseline|random_seed|budget=150|postmortem=false
veyru/1780600822,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,1,0.06666666667,6.536164076,3.320034575,3.863512999,1.050584584,39.26666667,baseline|random_seed|budget=150|postmortem=false
veyru/1780614795,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,6,0.4,7,3.299032139,4.072643651,1.017471217,43.80392157,baseline|random_seed|budget=150|postmortem=false
veyru/1780615423,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,TRUE,15,2,0.1333333333,6.163691616,3.425336075,3.912135468,1.051030113,39.31034483,baseline|random_seed|budget=150|postmortem=false
veyru/1781083396,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,FALSE,15,0,0,6,3.402316146,3.753462067,1.063944008,40.8245614,baseline|budget=150|single_team
veyru/1781085596,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,150,FALSE,15,2,0.1333333333,7.114070954,3.425862057,3.976566206,1.028269517,42.75,baseline|budget=150|single_team
veyru/1780447386,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,0,0,6,3.163746277,3.986944261,0.9900846656,60.62745098,baseline|random_seed|budget=250|postmortem=false
veyru/1780584972,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,FALSE,15,2,0.1333333333,6,3.042103963,4.05915814,0.9790490338,57.36363636,baseline|budget=250|single_team
veyru/1780585324,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,FALSE,15,1,0.06666666667,6,3.122428318,4.094004378,0.9527673999,62.84848485,baseline|budget=250|single_team
veyru/1780604328,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,4,0.2666666667,6.244827285,3.145305648,4.068043269,0.9613722761,59.44262295,baseline|random_seed|budget=250|postmortem=false
veyru/1780605233,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,3,0.2,7,3.112641802,4.038323203,0.9724507064,58.03333333,baseline|random_seed|budget=250|postmortem=false
veyru/1780605354,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,3,0.2,6,3.128502132,4.13059676,0.9636710116,61.74137931,baseline|random_seed|budget=250|postmortem=false
veyru/1780615893,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,4,0.2666666667,6,3.068261497,4.152560771,0.9429033272,64.28070175,baseline|random_seed|budget=250|postmortem=false
veyru/1781083383,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,TRUE,15,2,0.1333333333,5.970903345,3.296641349,3.827054444,1.037486685,42.34246575,baseline|random_seed|budget=250|postmortem=false
veyru/1781089396,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,FALSE,15,2,0.1333333333,6.636508665,3.1936993,4.082979432,0.97359221,60.95081967,baseline|budget=250|single_team
veyru/1781090338,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,FALSE,15,2,0.1333333333,6,3.122721552,4.065198644,0.962462897,60.06153846,baseline|budget=250|single_team
