run_id,root,history,phase,round_number,message_agent,t,has_question,target_scope,target_slot,compositional,transparent
veyru/1781723419,veyru/1779909805,5.0,replace_learned,24,stabilization_engineer,cue?,False,none,none,,
veyru/1781723419,veyru/1779909805,5.0,replace_learned,24,field_observer,how?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,15,field_observer,P1?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,15,stabilization_engineer,cue?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,15,stabilization_engineer,sym?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,16,field_observer,P11?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,16,stabilization_engineer,see/hear?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,17,field_observer,P10?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,17,stabilization_engineer,see/hear?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,18,field_observer,P6?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,18,field_observer,P5?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,18,stabilization_engineer,see/hear?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,19,field_observer,P6?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,19,field_observer,P1?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,20,field_observer,P8?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,20,stabilization_engineer,see/hear?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,21,stabilization_engineer,see/hear?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,22,field_observer,P7?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,22,field_observer,each?,False,none,none,,
veyru/1781731159,veyru/1779909805,1.0,replace_learned,23,field_observer,P14?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,24,field_observer,P14?,True,part,template,False,False
veyru/1781731159,veyru/1779909805,1.0,replace_learned,25,field_observer,P9?,True,part,template,False,False
veyru/1781731172,veyru/1779909805,1.0,replace_learned,15,field_observer,P1?,True,part,template,False,False
veyru/1781731172,veyru/1779909805,1.0,replace_learned,16,field_observer,P7?,True,part,template,False,False
veyru/1781731172,veyru/1779909805,1.0,replace_learned,16,stabilization_engineer,again,False,none,none,,
veyru/1781731172,veyru/1779909805,1.0,replace_learned,17,field_observer,10?,True,part,template,False,False
veyru/1781731172,veyru/1779909805,1.0,replace_learned,22,field_observer,O?,True,part,face,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,15,field_observer,plain?,True,whole,whole_procedure,True,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,15,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,16,field_observer,plain?,True,whole,whole_procedure,True,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,16,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,16,field_observer,expand P5,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,16,field_observer,P10?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,17,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,17,field_observer,P6?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,17,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,18,field_observer,pause where?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,18,field_observer,P5?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,18,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,20,field_observer,P8?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,22,field_observer,P7?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,23,field_observer,P14?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,23,stabilization_engineer,cue?,False,none,none,,
veyru/1781731174,veyru/1779909805,1.0,replace_learned,25,field_observer,P4?,True,part,template,False,False
veyru/1781731174,veyru/1779909805,1.0,replace_learned,25,stabilization_engineer,cue?,False,none,none,,
veyru/1781736953,veyru/1779909805,0.0,replace_learned,15,field_observer,Clarify P1/g?,True,part,other,True,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,16,field_observer,P11?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,17,field_observer,P10?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,18,field_observer,P6?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,19,field_observer,P6?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,19,stabilization_engineer,L+R only. Repeat P6.,False,none,none,,
veyru/1781736953,veyru/1779909805,0.0,replace_learned,20,field_observer,P8?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,20,field_observer,P2?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,21,field_observer,P8?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,22,field_observer,P7?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,22,field_observer,P8?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,23,field_observer,P8?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,23,field_observer,P14?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,23,field_observer,Spell?,True,whole,whole_procedure,True,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,24,field_observer,P2?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,24,field_observer,P13?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,25,field_observer,P10?,True,part,template,False,False
veyru/1781736953,veyru/1779909805,0.0,replace_learned,25,field_observer,P1?,True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,15,field_observer,Spell out.,True,whole,whole_procedure,True,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,16,field_observer,P6 plain.,True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,16,stabilization_engineer,cue?,False,none,none,,
veyru/1781736964,veyru/1779909805,0.0,replace_learned,17,field_observer,"17 hollow,dark core; thin hum. P10 plain.",True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,17,field_observer,P6 plain.,True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,18,field_observer,Exact?,True,whole,whole_procedure,True,True
veyru/1781736964,veyru/1779909805,0.0,replace_learned,20,field_observer,P1 plain.,True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,20,stabilization_engineer,cue?,False,none,none,,
veyru/1781736964,veyru/1779909805,0.0,replace_learned,20,field_observer,P2?,True,part,template,False,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,21,field_observer,Exact?,True,whole,whole_procedure,True,True
veyru/1781736964,veyru/1779909805,0.0,replace_learned,21,stabilization_engineer,cue?,False,none,none,,
veyru/1781736964,veyru/1779909805,0.0,replace_learned,21,field_observer,"21 hot/dim, rough red, low rumble. plain.",True,whole,whole_procedure,True,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,22,field_observer,1 lamp?,False,none,none,,
veyru/1781736964,veyru/1779909805,0.0,replace_learned,23,field_observer,?,False,none,none,,
veyru/1781736964,veyru/1779909805,0.0,replace_learned,24,field_observer,"24 cold,silent,still; no response. plain.",True,whole,whole_procedure,True,False
veyru/1781736964,veyru/1779909805,0.0,replace_learned,25,field_observer,Exact?,True,whole,whole_procedure,True,True
veyru/1781736964,veyru/1779909805,0.0,replace_learned,25,stabilization_engineer,cue?,False,none,none,,
veyru/1781736971,veyru/1779909805,0.0,replace_learned,15,field_observer,Need plain action/tool.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,16,field_observer,Ineffective. Next?,False,none,none,,
veyru/1781736971,veyru/1779909805,0.0,replace_learned,16,field_observer,Plain?,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,17,field_observer,Ineffective; clarify.,True,whole,whole_procedure,True,True
veyru/1781736971,veyru/1779909805,0.0,replace_learned,17,field_observer,Action?,False,none,none,,
veyru/1781736971,veyru/1779909805,0.0,replace_learned,17,stabilization_engineer,Symptom?,False,none,none,,
veyru/1781736971,veyru/1779909805,0.0,replace_learned,18,field_observer,Short plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,19,field_observer,Short plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,19,field_observer,Short plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,20,field_observer,Plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,21,field_observer,Plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,22,field_observer,Plain.,True,whole,whole_procedure,True,False
veyru/1781736971,veyru/1779909805,0.0,replace_learned,24,field_observer,Plain.,True,whole,whole_procedure,True,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,17,stabilization_engineer,X?,True,part,other,False,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,18,stabilization_engineer,X?,True,part,other,False,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,19,stabilization_engineer,X?,True,part,other,False,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,20,stabilization_engineer,X?,True,part,other,False,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,21,stabilization_engineer,X?,True,part,other,False,False
veyru/1781715283,veyru/1779978245,10.0,replace_learned,24,stabilization_engineer,X?,True,part,other,False,False
veyru/1781723406,veyru/1779978245,5.0,replace_learned,17,stabilization_engineer,X?,True,part,other,False,False
veyru/1781723406,veyru/1779978245,5.0,replace_learned,20,stabilization_engineer,X?,True,part,other,False,False
veyru/1781723406,veyru/1779978245,5.0,replace_learned,21,stabilization_engineer,X?,True,part,other,False,False
veyru/1781723406,veyru/1779978245,5.0,replace_learned,23,stabilization_engineer,X?,True,part,other,False,False
veyru/1781723414,veyru/1779978245,5.0,replace_learned,17,stabilization_engineer,NE?,True,part,other,False,False
veyru/1781723414,veyru/1779978245,5.0,replace_learned,18,stabilization_engineer,NE?,True,part,other,False,False
veyru/1781723414,veyru/1779978245,5.0,replace_learned,20,stabilization_engineer,?,False,none,none,,
veyru/1781723414,veyru/1779978245,5.0,replace_learned,21,stabilization_engineer,?,False,none,none,,
veyru/1781723414,veyru/1779978245,5.0,replace_learned,23,stabilization_engineer,?,False,none,none,,
veyru/1781723414,veyru/1779978245,5.0,replace_learned,24,stabilization_engineer,?,False,none,none,,
veyru/1781723414,veyru/1779978245,5.0,replace_learned,25,stabilization_engineer,?,False,none,none,,
veyru/1781731165,veyru/1779978245,1.0,replace_learned,16,stabilization_engineer,X?,True,part,other,False,False
veyru/1781731165,veyru/1779978245,1.0,replace_learned,21,stabilization_engineer,X?,True,part,other,False,False
veyru/1781736970,veyru/1779978245,0.0,replace_learned,16,field_observer,New symptoms.,False,none,none,,
veyru/1781736970,veyru/1779978245,0.0,replace_learned,17,field_observer,New symptoms.,False,none,none,,
veyru/1781736970,veyru/1779978245,0.0,replace_learned,18,field_observer,Symptoms.,False,none,none,,
veyru/1781736970,veyru/1779978245,0.0,replace_learned,19,field_observer,Symptoms.,False,none,none,,
veyru/1781736970,veyru/1779978245,0.0,replace_learned,20,field_observer,Symptoms.,False,none,none,,
veyru/1781736970,veyru/1779978245,0.0,replace_learned,21,field_observer,Symptoms.,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,17,stabilization_engineer,Code?,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,18,stabilization_engineer,?,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,20,stabilization_engineer,?,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,21,stabilization_engineer,?,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,24,stabilization_engineer,?,False,none,none,,
veyru/1781715279,veyru/1779978252,10.0,replace_learned,25,stabilization_engineer,?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,16,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,21,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,21,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,22,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,23,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,24,stabilization_engineer,Code?,False,none,none,,
veyru/1781723407,veyru/1779978252,5.0,replace_learned,25,stabilization_engineer,Code?,False,none,none,,
veyru/1781723427,veyru/1779978252,5.0,replace_learned,20,stabilization_engineer,Code?,False,none,none,,
veyru/1781723427,veyru/1779978252,5.0,replace_learned,24,stabilization_engineer,Code?,False,none,none,,
veyru/1781723427,veyru/1779978252,5.0,replace_learned,25,stabilization_engineer,Code?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,16,stabilization_engineer,Current code?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,19,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,20,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,21,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,24,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781731169,veyru/1779978252,1.0,replace_learned,25,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781736947,veyru/1779978252,0.0,replace_learned,16,field_observer,No effect. Next?,False,none,none,,
veyru/1781736947,veyru/1779978252,0.0,replace_learned,16,stabilization_engineer,V16 symptom code?,False,none,none,,
veyru/1781736947,veyru/1779978252,0.0,replace_learned,18,field_observer,Now hollow tap; dark center; thin hum. Instr?,False,none,none,,
veyru/1781736947,veyru/1779978252,0.0,replace_learned,23,stabilization_engineer,23 sx?,False,none,none,,
veyru/1781736949,veyru/1779978252,0.0,replace_learned,20,stabilization_engineer,Code?,False,none,none,,
veyru/1781736949,veyru/1779978252,0.0,replace_learned,23,stabilization_engineer,Code?,False,none,none,,
veyru/1781736949,veyru/1779978252,0.0,replace_learned,25,stabilization_engineer,Code?,False,none,none,,
veyru/1781736949,veyru/1779978252,0.0,replace_learned,25,field_observer,"No code: hot dim, rough, red, low rumble.",False,none,none,,
veyru/1781715290,veyru/1780424131,10.0,replace_learned,20,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781715290,veyru/1780424131,10.0,replace_learned,24,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781715290,veyru/1780424131,10.0,replace_learned,25,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781716002,veyru/1780424131,10.0,replace_learned,16,stabilization_engineer,tags?,False,none,none,,
veyru/1781716002,veyru/1780424131,10.0,replace_learned,19,stabilization_engineer,tags?,False,none,none,,
veyru/1781716002,veyru/1780424131,10.0,replace_learned,23,stabilization_engineer,tags?,False,none,none,,
veyru/1781716007,veyru/1780424131,10.0,replace_learned,19,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781723429,veyru/1780424131,5.0,replace_learned,16,stabilization_engineer,Tags?,False,none,none,,
veyru/1781723429,veyru/1780424131,5.0,replace_learned,23,stabilization_engineer,Tags?,False,none,none,,
veyru/1781731160,veyru/1780424131,1.0,replace_learned,18,field_observer,Ineffective. Next?,False,none,none,,
veyru/1781731160,veyru/1780424131,1.0,replace_learned,21,field_observer,No change. Next?,False,none,none,,
veyru/1781736951,veyru/1780424131,0.0,replace_learned,16,field_observer,"Stable, but new symptoms.",False,none,none,,
veyru/1781736951,veyru/1780424131,0.0,replace_learned,17,field_observer,No change. Next?,False,none,none,,
veyru/1781736951,veyru/1780424131,0.0,replace_learned,18,field_observer,Stable; new symptoms.,False,none,none,,
veyru/1781736955,veyru/1780424131,0.0,replace_learned,16,field_observer,No effect. Next?,False,none,none,,
veyru/1781736955,veyru/1780424131,0.0,replace_learned,16,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781736955,veyru/1780424131,0.0,replace_learned,25,field_observer,No effect. Next?,False,none,none,,
veyru/1781736955,veyru/1780424131,0.0,replace_learned,25,stabilization_engineer,Symptoms?,False,none,none,,
veyru/1781716102,veyru/1780425678,10.0,replace_learned,25,stabilization_engineer,V25 obs?,False,none,none,,
veyru/1781716108,veyru/1780425678,10.0,replace_learned,24,stabilization_engineer,V24?,False,none,none,,
veyru/1781716108,veyru/1780425678,10.0,replace_learned,25,stabilization_engineer,V25?,False,none,none,,
veyru/1781724027,veyru/1780425678,5.0,replace_learned,25,stabilization_engineer,"Board on L 20s, m. Rotate; repeat face-pairs.",False,none,none,,
veyru/1781724127,veyru/1780425678,5.0,replace_learned,18,stabilization_engineer,"Stone beside L 20s; rotate, repeat each face.",False,none,none,,
veyru/1781731812,veyru/1780425678,1.0,replace_learned,21,stabilization_engineer,V21 obs?,False,none,none,,
veyru/1781731813,veyru/1780425678,1.0,replace_learned,23,field_observer,Rotate what?,False,none,none,,
veyru/1781737453,veyru/1780425678,0.0,replace_learned,15,field_observer,No effect. Next?,False,none,none,,
veyru/1781737453,veyru/1780425678,0.0,replace_learned,19,field_observer,Cloth or fan?,False,none,none,,
veyru/1781737453,veyru/1780425678,0.0,replace_learned,19,stabilization_engineer,Repeat.,False,none,none,,
veyru/1781737482,veyru/1780425678,0.0,replace_learned,15,field_observer,Did that. Ineffective. Next?,False,none,none,,
veyru/1781737482,veyru/1780425678,0.0,replace_learned,22,field_observer,1 lamp only. D=down?,True,part,face,False,True
veyru/1781715300,veyru/1780476965,10.0,replace_learned,20,field_observer,no again,False,none,none,,
veyru/1781715303,veyru/1780476965,10.0,replace_learned,17,field_observer,no again,False,none,none,,
veyru/1781723434,veyru/1780476965,5.0,replace_learned,24,field_observer,no.rotate=?,True,part,template,False,True
veyru/1781731163,veyru/1780476965,1.0,replace_learned,16,field_observer,"fail,rpt?",False,none,none,,
veyru/1781731163,veyru/1780476965,1.0,replace_learned,16,field_observer,fail2.stone where?,False,none,none,,
veyru/1781731163,veyru/1780476965,1.0,replace_learned,17,field_observer,fail.board how?,False,none,none,,
veyru/1781731163,veyru/1780476965,1.0,replace_learned,21,field_observer,fail2.top=up face?,True,part,face,False,True
veyru/1781731166,veyru/1780476965,1.0,replace_learned,19,field_observer,fail again,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,16,field_observer,Ineffective. Clarify order/details?,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,17,field_observer,Ineffective. Same symptoms.,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,18,field_observer,Fail. Fix?,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,19,field_observer,"V19: 1 face bright+vibrating, high whine. Go?",False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,19,field_observer,Still fail. Cloth where?,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,20,field_observer,"V20: frozen dim, silent, cold. Instructions?",False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,21,field_observer,"V21: hot+dim, red tint, rumble, gritty. Go?",False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,22,field_observer,Fail. One lamp — sequence or simultaneous?,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,22,field_observer,Only 1 lamp. How?,False,none,none,,
veyru/1781736965,veyru/1780476965,0.0,replace_learned,23,field_observer,Fail. Clarify rotate?,True,part,template,False,True
veyru/1781736967,veyru/1780476965,0.0,replace_learned,16,field_observer,No effect. What next?,False,none,none,,
veyru/1781736967,veyru/1780476965,0.0,replace_learned,16,field_observer,Still no effect. Need clarification.,False,none,none,,
veyru/1781736967,veyru/1780476965,0.0,replace_learned,17,field_observer,No effect. Retry?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,16,field_observer,Ineffective. Same symptoms. New instructions?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,18,field_observer,Ineffective. Alt?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,19,field_observer,Ineffective. Same. Alt?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,19,field_observer,Still ineffective x3. Clarify?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,20,field_observer,Ineffective. Alt?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,20,field_observer,Fails x4. Edge order?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,20,field_observer,"Now dim, faint, whisper. Fix?",False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,21,field_observer,Ineffective. Alt?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,22,field_observer,Ineffective. Alt?,False,none,none,,
veyru/1781736968,veyru/1780476965,0.0,replace_learned,22,field_observer,Fails x4. Which face is opposite bottom?,False,none,none,,
