run_key,pipeline,item_id,encoder_agent,decoder_agent,model,construction_id,purpose,varied_slot,varied_slot_label,expected_slots,pooled_slots,n_morphemes,target_meaning,expected_form,produced_form,reading,is_valid,exact_match,bag_match,swapped_order,decodability,provider,round_time_budget_seconds,seed,round_count,is_attested,n_slots_total,n_slots_pooled
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:lamp, opposite",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"lamp, opposite",LOpp,LOpp,"Lamp shining on the OPPOSITE face — L=lamp, Opp=opposite",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, opposite",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"cloth, opposite",ClOpp,ClOpp,"Cloth applied to the OPPOSITE face — Cl=cloth, Opp=opposite",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:bell, contact",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"bell, contact",BCt,BCt,"Bell in CONTACT with [unspecified face/surface] — B=bell, Ct=contact",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"cloth, beside",ClBs,ClBs,"Cloth placed BESIDE [unspecified face/Veyru] — Cl=cloth, Bs=beside",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"cloth, beside",CBs,ClBs,"Cloth placed BESIDE [unspecified face/Veyru] — Cl=cloth, Bs=beside",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"cloth, adjacent",CAdj,ClAdj,"Cloth applied to ADJACENT face(s) — Cl=cloth, Adj=adjacent",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:fan, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"fan, beside",FBs,FanBs,"Fan held BESIDE [unspecified face/Veyru] — Fan=fan, Bs=beside",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, on",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"stone, on",SOn,StnOn,"Stone placed ON [a specific face] — Stn=stone, On=on. This was explicitly discussed and added to spatial shorthand.",True,False,False,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel,K1,placement expression,"['pos0', 'pos1']",[],2,"cloth, beside",ClothBs,ClBs,"Cloth placed BESIDE [unspecified face/Veyru] — Cl=cloth, Bs=beside",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,0
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:board, opposite",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"board, opposite",BdOpp,BdOpp,"Board placed against the OPPOSITE face — Bd=board, Opp=opposite",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:board, on",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"board, on",BdOn,BdOn,"Board placed ON [a specific face] — Bd=board, On=on",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, contact",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"stone, contact",SCt,StnCt,"Stone in CONTACT with [unspecified face/surface] — Stn=stone, Ct=contact",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:lamp, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"lamp, adjacent",LAdj,LAdj,"Lamp shining on ADJACENT face(s) — L=lamp, Adj=adjacent",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:lamp, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"lamp, beside",LBs,LBs,"Lamp held BESIDE [unspecified face/Veyru] — L=lamp, Bs=beside",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"stone, adjacent",SAdj,StnAdj,"Stone placed at/against ADJACENT face(s) — Stn=stone, Adj=adjacent",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos1'],2,"cloth, adjacent",ClothAdj,ClAdj,"Cloth applied to ADJACENT face(s) — Cl=cloth, Adj=adjacent",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"cloth, adjacent",ClAdj,ClAdj,"Cloth applied to ADJACENT face(s) — Cl=cloth, Adj=adjacent",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_control,K1,placement expression,"['pos0', 'pos1']",[],2,"stone, beside",StnBs,StnBs,"Stone placed BESIDE [a face or the Veyru] — Stn=stone, Bs=beside. This form is negotiated; the refined version StnBsV (beside Veyru) or StnBs[face] (beside a specific face) was explicitly locked in.",True,True,True,False,1.0,anthropic,150,730175194,15,True,2,0
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:fan, opposite",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"fan, opposite",FOpp,FanOpp,"Fan directed at the OPPOSITE face — Fan=fan, Opp=opposite",False,False,False,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, on",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_control,K1,placement expression,"['pos0', 'pos1']",[],2,"stone, on",StnOn,StnOn,"Stone placed ON [a specific face] — Stn=stone, On=on. This was explicitly discussed and added to spatial shorthand.",True,True,True,False,1.0,anthropic,150,730175194,15,True,2,0
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, contact",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos1'],2,"stone, contact",StnCt,StnCt,"Stone in CONTACT with [unspecified face/surface] — Stn=stone, Ct=contact",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:bell, opposite",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"bell, opposite",BOpp,BOpp,"Bell rung at the OPPOSITE face — B=bell, Opp=opposite",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:board, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"board, beside",BdBs,BdBs,"Board placed BESIDE [unspecified face/Veyru] — Bd=board, Bs=beside",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:board, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']","['pos0', 'pos1']",2,"board, adjacent",BdAdj,BdAdj,"Board placed against ADJACENT face(s) — Bd=board, Adj=adjacent",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,2
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:cloth, on",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_control,K1,placement expression,"['pos0', 'pos1']",[],2,"cloth, on",ClothOn,ClOn,"Cloth draped ON [unspecified face/surface] — Cl=cloth, On=on/over",False,False,False,False,1.0,anthropic,150,730175194,15,True,2,0
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, adjacent",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos1'],2,"stone, adjacent",StnAdj,StnAdj,"Stone placed at/against ADJACENT face(s) — Stn=stone, Adj=adjacent",False,True,True,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877857,encode_decode,"encode_decode:stabilization_engineer:stone, beside",stabilization_engineer,field_observer,claude-sonnet-4-6,K1,grounded_novel_role_pooled,K1,placement expression,"['pos0', 'pos1']",['pos0'],2,"stone, beside",SBs,StnBs,"Stone placed BESIDE [a face or the Veyru] — Stn=stone, Bs=beside. This form is negotiated; the refined version StnBsV (beside Veyru) or StnBs[face] (beside a specific face) was explicitly locked in.",True,False,False,False,1.0,anthropic,150,730175194,15,False,2,1
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:trace with fingertip, corners",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"trace with fingertip, corners",trC,trC,"Trace each corner of [F] face with fingertip. Verb 'tr'=trace with finger, target 'C'=corners. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:hold heated stone near, not touching, corners",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"hold heated stone near, not touching, corners",wmC,wmC,"Hold heated stone NEAR (not touching) each corner of [F] face for Ns at [int] warmth, in sequence. Verb 'wm'=warm-radiant (no contact), target 'C'=corners. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:hold heated stone near, not touching, edges",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"hold heated stone near, not touching, edges",wmE,wmE,"Hold heated stone NEAR each edge of [F] face for Ns at [int] warmth, in sequence. Verb 'wm'=warm-radiant, target 'E'=edges. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:trace with fingertip, edges",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"trace with fingertip, edges",trE,trE,"Trace each edge of [F] face with fingertip. Verb 'tr'=trace with finger, target 'E'=edges. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:hold heated stone near, not touching, face",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"hold heated stone near, not touching, face",wmF,wmF,"Hold heated stone NEAR the [F] face for Ns at [int] warmth (radiant, no contact). Verb 'wm'=warm-radiant, target 'F'=face. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:press stone against, face",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"press stone against, face",prF,prF,"Press heated stone against the [F] face at [int] contact for Ns. Verb 'pr'=press (contact), target 'F'=face. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:trace with fingertip, face",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_novel,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"trace with fingertip, face",trF,trF,"Would mean: trace the [F] face with fingertip (verb 'tr'=trace with finger, target 'F'=face — e.g. trace across the face surface). Composable from morphemes but we never negotiated this form; only trE and trC were locked.",False,True,True,False,1.0,anthropic,150,251510859,15,False,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:press stone against, corners",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"press stone against, corners",prC,prC,"Press heated stone against each corner of [F] face at [int] contact for Ns, in sequence. Verb 'pr'=press (contact), target 'C'=corners. In our locked table (contrast with wmC no-contact).",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:press stone against, edges",stabilization_engineer,field_observer,claude-opus-4-7,CX_LOC_PROC,grounded_control,CX_LOC_PROC,localized procedure,"['pos0', 'pos1']",[],2,"press stone against, edges",prE,prE,"Press heated stone against each edge of [F] face at [int] contact for Ns, in sequence. Verb 'pr'=press (contact), target 'E'=edges. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:fan cool air, all 6 faces",stabilization_engineer,field_observer,claude-opus-4-7,CX_AIR_SCOPE,grounded_novel_role_pooled,CX_AIR_SCOPE,fan by scope,"['pos2', 'pos3']",['pos3'],2,"fan cool air, all 6 faces",fanall,fanAll,"Fan [int] cool air across all 6 faces for Ns, starting from [F] face. Verb 'fan' with hand fan, target 'All'=all 6 faces. In our locked table.",True,False,False,False,1.0,anthropic,150,251510859,15,False,2,1
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:fan cool air, specified face",stabilization_engineer,field_observer,claude-opus-4-7,CX_AIR_SCOPE,grounded_control,CX_AIR_SCOPE,fan by scope,"['pos2', 'pos3']",[],2,"fan cool air, specified face",fanF,fanF,"Fan [int] cool air at the [F] face for Ns. Verb 'fan', target 'F'=single named face. In our locked table.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:fan cool air, specified face and opposite face",stabilization_engineer,field_observer,claude-opus-4-7,CX_AIR_SCOPE,grounded_control,CX_AIR_SCOPE,fan by scope,"['pos2', 'pos3']",[],2,"fan cool air, specified face and opposite face",fanPair,fanPair,"Fan [int] cool air at the [F] face and its opposite face for Ns total. Verb 'fan', target 'Pair'=named face + opposite. Added to table in R7 postmortem after 'fan firm L+opp' worked.",True,True,True,False,1.0,anthropic,150,251510859,15,True,2,0
veyru/1778877868,encode_decode,"encode_decode:stabilization_engineer:fan cool air, all 6 faces",stabilization_engineer,field_observer,claude-opus-4-7,CX_AIR_SCOPE,grounded_control,CX_AIR_SCOPE,fan by scope,"['pos2', 'pos3']",[],2,"fan cool air, all 6 faces",fanAll,fanAll,"Fan [int] cool air across all 6 faces for Ns, starting from [F] face. Verb 'fan' with hand fan, target 'All'=all 6 faces. In our locked table.",True,True,True,False,0.5,anthropic,150,251510859,15,True,2,0
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:lamp, full intensity",stabilization_engineer,field_observer,gpt-5.4,K_LAMP_STATE,grounded_novel_role_pooled,K_LAMP_STATE,Lamp brightness expression,"['pos0', 'pos1']",['pos1'],2,"lamp, full intensity",Lf,Lf,"Would read as something lamp/left-related by shape, but in our negotiated code system bare L was disallowed and only lamp codes were Ld/Lb; so this is not a settled code.",False,True,True,False,0.0,openai,150,1456952272,15,False,2,1
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:lamp, dim",stabilization_engineer,field_observer,gpt-5.4,K_LAMP_STATE,grounded_control,K_LAMP_STATE,Lamp brightness expression,"['pos0', 'pos1']",[],2,"lamp, dim",Ld,Ld,Dim lamp.,True,True,True,False,1.0,openai,150,1456952272,15,True,2,0
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:lamp, dim overall",stabilization_engineer,field_observer,gpt-5.4,K_LAMP_STATE,grounded_novel_role_pooled,K_LAMP_STATE,Lamp brightness expression,"['pos0', 'pos1']",['pos1'],2,"lamp, dim overall",LDO,Ldo,"Would parse as Ld plus extra o, so something like dim lamp with an added modifier/opposite-related tail, but this exact form was not negotiated.",False,False,False,False,0.0,openai,150,1456952272,15,False,2,1
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:lamp, gentle intensity",stabilization_engineer,field_observer,gpt-5.4,K_LAMP_STATE,grounded_novel_role_pooled,K_LAMP_STATE,Lamp brightness expression,"['pos0', 'pos1']",['pos1'],2,"lamp, gentle intensity",Lg,Lg,"Would look like lamp with a gentle modifier, but g was used as an intensity/contact marker on actions, not as part of a lamp code; not a negotiated form.",False,True,True,False,0.0,openai,150,1456952272,15,False,2,1
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:lamp, bright",stabilization_engineer,field_observer,gpt-5.4,K_LAMP_STATE,grounded_control,K_LAMP_STATE,Lamp brightness expression,"['pos0', 'pos1']",[],2,"lamp, bright",Lb,Lb,Bright lamp.,True,True,True,False,1.0,openai,150,1456952272,15,True,2,0
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:count, two times",stabilization_engineer,field_observer,gpt-5.4,K_COUNT_EXPR,grounded_control,K_COUNT_EXPR,Count expression,"['pos2', 'pos3']",[],2,"count, two times",x2,x2,Count two times / twice.,True,True,True,False,1.0,openai,150,1456952272,15,True,2,0
veyru/1778877873,encode_decode,"encode_decode:stabilization_engineer:count, one time",stabilization_engineer,field_observer,gpt-5.4,K_COUNT_EXPR,grounded_control,K_COUNT_EXPR,Count expression,"['pos2', 'pos3']",[],2,"count, one time",x1,x1,Count one time / once.,True,True,True,False,1.0,openai,150,1456952272,15,True,2,0
veyru/1778877883,encode_decode,"encode_decode:stabilization_engineer:cloth, all 6 faces",stabilization_engineer,field_observer,gpt-5.4,CX1,grounded_novel_role_pooled,CX1,cloth_placement,"['pos0', 'pos1']",['pos1'],2,"cloth, all 6 faces",C6,cloth FAN6,"cloth, then fan all 6 faces",False,False,False,False,0.5,openai,150,1822438676,15,False,2,1
veyru/1778877883,encode_decode,"encode_decode:stabilization_engineer:cool cloth, 2 adjacent edges",stabilization_engineer,field_observer,gpt-5.4,CX1,grounded_novel_role_pooled,CX1,cloth_placement,"['pos0', 'pos1']",['pos0'],2,"cool cloth, 2 adjacent edges",CSE,cool cloth 2 edges,cool cloth on 2 edges,False,False,False,False,0.5,openai,150,1822438676,15,False,2,1
